#,id,users_id,workout_datetime,L_max_speed,R_max_speed,L_max_force,R_max_force,L_avr_speed,R_avr_speed,L_avr_force,R_avr_force,weight_value,speed_value,set_seq,reps,workouttime,breaktime,workouttype_code
606,44288,100002897,1655793569,892.00,892.00,0.00,0.00,398.26,398.78,14.32,14.07,30.00,0.00,2,8,67,17,6
607,44289,100002897,1655793684,842.00,842.00,0.00,0.00,401.31,401.76,14.64,14.42,30.00,0.00,3,11,182,91,6
608,44290,100002897,1655793754,724.00,724.00,0.00,0.00,195.04,195.40,17.19,17.62,40.00,0.00,4,5,252,51,6
609,44291,100002897,1655793823,875.00,874.00,0.00,0.00,209.43,209.59,16.54,17.03,37.00,0.00,5,6,321,50,6
610,44571,100002897,1655970379,534.00,535.00,0.00,0.00,200.21,200.94,22.03,24.42,50.00,0.00,1,3,34,18,3
611,44572,100002897,1655970442,628.00,628.00,0.00,0.00,188.65,188.99,22.80,24.46,50.00,0.00,3,9,97,6,3
612,44573,100002897,1655970535,105.00,104.00,22.36,23.58,98.52,98.55,15.45,15.98,31.43,10.00,1,4,47,0,6
613,44574,100002897,1655970599,774.00,772.00,0.00,0.00,158.65,159.06,21.97,22.86,50.00,0.00,5,6,255,9,3
614,44575,100002897,1655970648,893.00,892.00,0.00,0.00,408.51,408.76,9.79,9.67,20.00,0.00,1,8,39,21,6
615,44576,100002897,1655970706,775.00,775.00,0.00,0.00,344.51,344.64,12.00,11.73,25.00,0.00,2,8,97,38,6
616,44577,100002897,1655970779,864.00,864.00,0.00,0.00,306.97,307.40,14.43,14.46,30.00,0.00,3,10,170,47,6
617,44578,100002897,1655970866,920.00,920.00,0.00,0.00,291.26,291.65,13.66,14.82,30.00,0.00,4,10,257,62,6
618,44579,100002897,1655970961,836.00,836.00,0.00,0.00,274.93,275.35,13.93,14.53,30.00,0.00,5,9,352,72,6
619,44886,100002897,1656311743,1003.00,1004.00,0.00,0.00,500.83,501.48,20.18,19.38,40.00,0.00,1,9,49,25,2
620,44887,100002897,1656311845,1003.00,1004.00,0.00,0.00,526.16,526.72,22.52,21.38,45.00,0.00,2,10,151,74,2
621,44888,100002897,1656311931,938.00,939.00,0.00,0.00,431.40,432.26,24.51,22.54,50.00,0.00,3,10,237,57,2
622,44889,100002897,1656312034,884.00,884.00,0.00,0.00,391.35,392.00,23.68,22.28,50.00,0.00,4,9,341,77,2
623,44890,100002897,1656312109,880.00,880.00,0.00,0.00,351.71,352.46,23.21,22.07,50.00,0.00,5,7,416,52,2
624,44891,100002897,1656312181,936.00,937.00,0.00,0.00,407.67,408.39,21.04,20.07,47.00,0.00,6,5,488,55,2
625,45243,100002897,1656570606,104.00,103.00,24.40,23.32,98.16,98.20,13.65,13.93,27.58,10.00,1,5,46,0,6
626,45244,100002897,1656570903,104.00,103.00,19.70,20.37,98.64,98.70,13.32,12.41,25.73,10.00,1,5,45,0,6
627,45582,100002897,1656927972,1003.00,1003.00,0.00,0.00,504.93,505.61,17.66,17.09,35.00,0.00,1,7,50,30,2
628,45583,100002897,1656928032,1003.00,1004.00,0.00,0.00,494.90,495.52,20.05,18.88,40.00,0.00,2,12,110,26,2
629,45584,100002897,1656928114,1003.00,1004.00,0.00,0.00,566.39,567.26,20.59,19.03,40.00,0.00,3,12,191,52,2
630,45585,100002897,1656928197,1002.00,1003.00,0.00,0.00,459.96,460.53,21.99,20.18,45.00,0.00,4,10,275,56,2
631,45586,100002897,1656928269,1001.00,1002.00,0.00,0.00,442.58,443.20,19.36,18.38,40.00,0.00,5,9,347,45,2
632,45587,100002897,1656928353,1001.00,1002.00,0.00,0.00,460.78,461.43,19.19,17.98,40.00,0.00,6,8,430,57,2
633,46400,100002897,1657765725,104.00,104.00,8.33,8.08,98.45,98.55,4.31,4.05,8.36,10.00,1,2,23,0,6
634,46467,100002897,1657792399,1003.00,1003.00,0.00,0.00,459.40,459.61,17.62,16.48,35.00,0.00,1,9,41,13,2
635,46469,100002897,1657792484,1003.00,1002.00,0.00,0.00,548.64,548.75,18.40,17.89,35.00,0.00,1,11,39,9,2
636,46471,100002897,1657792551,1003.00,1003.00,0.00,0.00,527.36,527.51,17.87,17.50,35.00,0.00,2,10,106,36,2
637,46537,100002897,1657877691,1003.00,1002.00,0.00,0.00,466.89,466.95,15.08,14.96,30.00,0.00,1,13,52,15,2
638,46538,100002897,1657877751,1003.00,1003.00,0.00,0.00,522.77,522.99,18.04,17.61,35.00,0.00,2,12,112,30,2
639,46539,100002897,1657877831,1003.00,1002.00,0.00,0.00,498.19,498.36,20.44,19.08,40.00,0.00,3,11,192,48,2
640,46541,100002897,1657877910,1001.00,1001.00,0.00,0.00,488.88,488.98,19.06,18.21,40.00,0.00,4,9,271,49,2
641,46543,100002897,1657877982,1002.00,1002.00,0.00,0.00,425.22,425.37,19.13,18.18,40.00,0.00,5,8,343,47,2
642,46544,100002897,1657878933,768.00,769.00,0.00,0.00,343.98,344.22,14.14,14.13,30.00,0.00,1,8,32,13,6
643,46545,100002897,1657878987,739.00,739.00,0.00,0.00,326.06,326.19,14.30,14.34,30.00,0.00,2,9,87,31,6
644,46546,100002897,1657879046,687.00,687.00,0.00,0.00,301.13,301.29,14.12,13.85,30.00,0.00,3,8,146,37,6
645,46701,100002897,1658138768,1000.00,999.00,0.00,0.00,455.24,455.61,4.34,5.68,10.00,0.00,1,9,32,9,3
646,46702,100002897,1658138819,925.00,925.00,0.00,0.00,371.28,371.67,9.21,10.64,20.00,0.00,2,15,83,16,3
647,46703,100002897,1658138923,683.00,684.00,0.00,0.00,280.91,281.18,14.24,15.09,30.00,0.00,3,16,187,66,3
648,46921,100002897,1658302196,1003.00,1002.00,0.00,0.00,532.82,532.96,15.27,15.44,30.00,0.00,1,12,46,15,2
649,46923,100002897,1658302271,1003.00,1003.00,0.00,0.00,592.71,592.81,18.57,18.23,35.00,0.00,2,13,121,43,2
650,46924,100002897,1658302350,1003.00,1002.00,0.00,0.00,499.38,499.55,20.05,19.62,40.00,0.00,3,12,200,47,2
651,46926,100002897,1658302513,1003.00,1002.00,0.00,0.00,497.74,497.96,19.81,19.38,40.00,0.00,5,10,363,74,2
652,46927,100002897,1658302675,999.00,1000.00,0.00,0.00,511.75,511.66,10.67,11.20,22.00,0.00,1,13,52,26,3
653,46928,100002897,1658302769,882.00,883.00,0.00,0.00,393.86,393.82,13.37,13.37,27.00,0.00,2,19,146,53,3
654,46929,100002897,1658302859,665.00,665.00,0.00,0.00,234.52,234.46,18.47,17.92,37.00,0.00,3,11,236,59,3
655,47111,100002897,1658476487,1003.00,1002.00,0.00,0.00,450.78,450.78,14.76,14.51,30.00,0.00,1,7,34,13,2
656,47112,100002897,1658476567,1003.00,1002.00,0.00,0.00,514.92,515.20,18.34,17.67,35.00,0.00,2,14,113,39,2
657,47113,100002897,1658476649,1002.00,1002.00,0.00,0.00,470.71,470.91,19.87,19.25,40.00,0.00,3,12,196,45,2
658,47114,100002897,1658476730,921.00,921.00,0.00,0.00,324.89,325.15,19.39,18.64,40.00,0.00,4,10,276,51,2
659,47115,100002897,1658476792,1000.00,1000.00,0.00,0.00,449.05,449.43,18.67,17.81,40.00,0.00,5,6,339,41,2
660,47116,100002897,1658476826,1000.00,1000.00,0.00,0.00,398.75,399.00,18.58,18.23,40.00,0.00,6,7,372,12,2
661,47117,100002897,1658476900,975.00,976.00,0.00,0.00,396.99,397.25,17.23,16.95,37.00,0.00,7,6,447,51,2
662,47272,100002897,1658735064,1002.00,1002.00,0.00,0.00,464.84,465.03,15.00,14.86,30.00,0.00,1,12,48,13,2
663,47273,100002897,1658735214,1003.00,1002.00,0.00,0.00,486.67,486.71,17.55,16.95,35.00,0.00,2,14,197,107,2
664,47274,100002897,1658735289,1003.00,1002.00,0.00,0.00,525.06,525.38,17.98,17.91,35.00,0.00,3,13,272,37,2
665,47293,100002897,1658738355,1002.00,1002.00,0.00,0.00,451.95,452.26,16.44,16.74,35.00,0.00,1,6,40,19,2
666,47294,100002897,1658738437,1003.00,1003.00,0.00,0.00,479.02,479.28,18.06,17.21,35.00,0.00,2,13,122,38,2
667,47524,100002897,1658906661,1003.00,1002.00,0.00,0.00,499.02,499.28,14.48,15.69,30.00,0.00,1,12,65,32,2
668,47525,100002897,1658906753,1003.00,1002.00,0.00,0.00,501.71,501.95,17.77,18.05,35.00,0.00,2,12,157,57,2
669,47526,100002897,1658906841,1003.00,1002.00,0.00,0.00,538.43,538.55,19.80,19.72,40.00,0.00,3,11,245,55,2
670,47527,100002897,1658906924,1002.00,1002.00,0.00,0.00,455.96,456.09,19.80,18.93,40.00,0.00,4,9,328,53,2
671,47528,100002897,1658906997,956.00,955.00,0.00,0.00,425.32,425.25,20.38,19.98,45.00,0.00,5,6,401,51,2
672,47775,100002897,1659090364,1002.00,1002.00,0.00,0.00,411.59,411.79,17.05,17.53,35.00,0.00,1,11,54,21,2
673,47776,100002897,1659090456,1002.00,1002.00,0.00,0.00,495.74,496.04,17.83,16.99,35.00,0.00,2,13,146,53,2
674,47777,100002897,1659090533,1002.00,1002.00,0.00,0.00,445.33,445.55,19.94,19.24,40.00,0.00,3,12,223,40,2
675,47778,100002897,1659090636,1002.00,1002.00,0.00,0.00,442.25,442.28,19.51,19.24,40.00,0.00,4,10,327,71,2
676,47779,100002897,1659090746,1003.00,1002.00,0.00,0.00,429.33,429.44,19.17,19.08,40.00,0.00,5,10,436,78,2
677,47781,100002897,1659090824,1002.00,1002.00,0.00,0.00,426.18,426.32,18.83,18.52,40.00,0.00,6,7,514,54,2
678,47880,100002897,1659336839,1003.00,1002.00,0.00,0.00,560.00,560.20,13.49,13.24,25.00,0.00,1,14,79,43,2
679,47881,100002897,1659336911,1003.00,1003.00,0.00,0.00,590.41,590.64,17.01,16.26,30.00,0.00,2,13,150,32,2
680,47882,100002897,1659336982,1003.00,1003.00,0.00,0.00,563.91,564.06,16.60,15.40,30.00,0.00,3,11,222,38,2
681,47883,100002897,1659337057,1003.00,1003.00,0.00,0.00,617.61,617.68,18.45,18.36,35.00,0.00,4,13,296,39,2
682,47884,100002897,1659337132,1002.00,1002.00,0.00,0.00,504.21,504.49,19.46,19.04,40.00,0.00,5,10,372,46,2
683,47885,100002897,1659337202,1002.00,1002.00,0.00,0.00,530.84,530.82,19.22,18.82,40.00,0.00,6,9,441,41,2
684,47886,100002897,1659337284,1002.00,1002.00,0.00,0.00,542.96,543.23,18.94,18.54,40.00,0.00,7,8,523,56,2
685,47887,100002897,1659337363,1003.00,1003.00,0.00,0.00,541.18,541.34,18.79,18.24,38.00,0.00,8,9,602,53,2
686,48004,100002897,1659425274,1003.00,1003.00,0.00,0.00,504.73,504.98,15.70,15.70,30.00,0.00,1,11,63,28,2
687,48005,100002897,1659425349,1003.00,1002.00,0.00,0.00,493.22,493.37,20.41,19.51,40.00,0.00,2,9,138,42,2
688,48006,100002897,1659425438,1002.00,1002.00,0.00,0.00,467.58,467.73,22.12,21.60,45.00,0.00,3,11,227,54,2
689,48007,100002897,1659425526,955.00,955.00,0.00,0.00,419.70,419.77,23.78,22.26,50.00,0.00,4,8,315,58,2
690,48008,100002897,1659425599,900.00,901.00,0.00,0.00,326.43,326.46,23.75,22.16,50.00,0.00,5,8,388,46,2
691,48009,100002897,1659425673,709.00,709.00,0.00,0.00,319.44,319.60,25.12,24.22,55.00,0.00,6,6,462,51,2
692,48010,100002897,1659426614,585.00,585.00,0.00,0.00,279.77,279.62,18.69,19.62,40.00,0.00,1,11,72,40,3
693,48011,100002897,1659426692,468.00,468.00,0.00,0.00,221.81,221.64,20.43,21.86,45.00,0.00,2,7,150,52,3
694,48012,100002897,1659426762,700.00,700.00,0.00,0.00,149.44,149.36,23.81,25.15,55.00,0.00,3,6,219,45,3
695,48013,100002897,1659426856,386.00,386.00,0.00,0.00,141.91,141.87,24.62,25.76,55.00,0.00,4,7,313,65,3
696,48767,100002897,1660037239,1002.00,1002.00,0.00,0.00,417.54,417.64,19.27,10.06,30.00,0.00,1,10,45,15,2
697,48768,100002897,1660037294,1003.00,1003.00,0.00,0.00,460.34,460.56,18.55,17.68,35.00,0.00,2,10,101,21,2
698,48769,100002897,1660037371,1003.00,1003.00,0.00,0.00,546.27,546.29,18.30,18.06,35.00,0.00,3,10,177,45,2
699,48770,100002897,1660037451,1003.00,1002.00,0.00,0.00,507.40,507.55,19.77,19.42,40.00,0.00,4,10,257,48,2
700,48771,100002897,1660037524,1002.00,1001.00,0.00,0.00,420.01,420.16,21.40,21.44,45.00,0.00,5,8,330,45,2
701,48772,100002897,1660037599,1002.00,1002.00,0.00,0.00,403.81,403.92,21.89,20.30,45.00,0.00,6,9,405,47,2
702,48773,100002897,1660037655,959.00,959.00,0.00,0.00,362.95,362.96,20.67,19.47,45.00,0.00,7,6,461,32,2
703,50602,100002897,1661847554,1003.00,1003.00,0.00,0.00,573.10,573.26,18.87,17.54,35.00,0.00,1,12,78,45,2
704,50603,100002897,1661847644,1003.00,1003.00,0.00,0.00,519.07,519.19,18.66,17.65,35.00,0.00,2,11,168,53,2
705,50604,100002897,1661847741,1003.00,1003.00,0.00,0.00,513.49,513.67,20.21,19.48,40.00,0.00,3,10,265,64,2
706,50606,100002897,1661847833,1002.00,1002.00,0.00,0.00,446.35,446.60,19.83,18.56,40.00,0.00,4,10,357,59,2
707,50607,100002897,1661847912,1002.00,1001.00,0.00,0.00,425.86,426.12,17.43,16.24,35.00,0.00,5,10,436,46,2
708,50838,100002897,1661930274,911.00,910.00,0.00,0.00,399.18,399.40,10.69,9.62,20.00,0.00,1,15,50,16,6
709,50839,100002897,1661930352,861.00,861.00,0.00,0.00,372.28,372.49,10.23,9.56,20.00,0.00,2,16,128,40,6
710,50840,100002897,1661930504,833.00,833.00,0.00,0.00,382.55,382.67,11.47,11.24,23.00,0.00,1,13,50,18,6
711,51024,100002897,1662019271,1003.00,1003.00,0.00,0.00,491.22,491.45,16.22,14.56,30.00,0.00,1,14,67,30,2
712,51025,100002897,1662019347,1003.00,1002.00,0.00,0.00,453.73,453.84,20.25,18.35,40.00,0.00,2,12,143,38,2
713,51026,100002897,1662019419,1002.00,1002.00,0.00,0.00,377.23,377.36,19.87,18.07,40.00,0.00,3,8,215,41,2
714,51028,100002897,1662019487,1001.00,1000.00,0.00,0.00,374.43,374.59,19.19,17.25,38.00,0.00,4,9,283,38,2
715,51029,100002897,1662019567,1002.00,1002.00,0.00,0.00,414.35,414.52,17.79,16.35,36.00,0.00,5,6,363,53,2
716,51030,100002897,1662019623,1002.00,1002.00,0.00,0.00,347.31,347.46,16.81,16.39,36.00,0.00,6,7,420,29,2
717,51031,100002897,1662019812,456.00,456.00,0.00,0.00,186.65,186.82,26.51,24.91,61.00,0.00,8,4,609,14,2
718,51032,100002897,1662019858,681.00,682.00,0.00,0.00,325.33,325.61,21.97,21.12,51.00,0.00,9,4,654,27,2
719,51847,100002897,1662536242,1002.00,1002.00,0.00,0.00,430.24,430.30,15.30,14.52,30.00,0.00,1,16,71,23,2
720,51849,100002897,1662536316,1003.00,1003.00,0.00,0.00,520.07,520.28,15.97,15.47,30.00,0.00,2,15,145,31,2
721,51852,100002897,1662536405,1003.00,1003.00,0.00,0.00,542.87,543.00,18.39,17.50,35.00,0.00,3,13,234,54,2
722,51855,100002897,1662536504,1003.00,1003.00,0.00,0.00,479.83,479.97,17.67,16.88,35.00,0.00,4,13,333,62,2
723,51857,100002897,1662536588,1002.00,1002.00,0.00,0.00,491.03,491.05,17.47,16.14,35.00,0.00,5,10,417,55,2
724,51859,100002897,1662536710,792.00,791.00,0.00,0.00,369.93,369.83,22.60,21.18,50.00,0.00,6,5,539,101,2
725,52061,100002897,1662619452,107.00,106.00,25.10,26.77,98.73,98.77,13.62,13.21,26.84,10.00,1,3,34,0,6
726,52067,100002897,1662620060,994.00,993.00,0.00,0.00,337.70,337.66,4.82,5.20,10.00,0.00,1,7,98,68,3
727,52069,100002897,1662620104,1002.00,1002.00,0.00,0.00,441.91,441.82,5.94,4.09,10.00,0.00,2,14,142,6,3
728,52071,100002897,1662620121,909.00,911.00,0.00,0.00,325.04,324.96,-0.03,9.51,10.00,0.00,3,4,159,4,3
729,52072,100002897,1662620181,1000.00,999.00,0.00,0.00,358.74,358.70,6.24,3.51,10.00,0.00,4,18,219,9,3
730,52073,100002897,1662620234,424.00,424.00,0.00,0.00,112.93,113.05,5.40,1.72,10.00,0.00,5,12,272,8,3
731,52491,100002897,1663147478,1004.00,1003.00,0.00,0.00,446.12,446.41,16.10,14.33,30.00,0.00,1,15,57,20,2
732,52493,100002897,1663147556,1003.00,1002.00,0.00,0.00,565.45,565.61,17.25,14.98,30.00,0.00,2,13,134,43,2
733,52495,100002897,1663147639,1003.00,1002.00,0.00,0.00,523.39,523.48,18.60,17.00,35.00,0.00,3,12,217,48,2
734,52498,100002897,1663147727,1000.00,999.00,0.00,0.00,439.23,439.27,21.80,20.45,45.00,0.00,4,9,305,59,2
735,52500,100002897,1663147821,859.00,858.00,0.00,0.00,314.44,314.58,24.24,22.33,50.00,0.00,5,8,400,66,2
736,52502,100002897,1663147902,796.00,796.00,0.00,0.00,285.94,286.15,23.76,22.11,50.00,0.00,6,7,481,55,2
737,52944,100002897,1663310588,835.00,834.00,0.00,0.00,400.76,400.92,26.93,24.50,55.00,0.00,1,9,44,15,2
738,53225,100002897,1663574446,0.00,0.00,29.65,26.89,0.00,0.00,19.59,17.47,20.00,30.00,1,6,45,18,2
739,53226,100002897,1663574522,0.00,0.00,32.79,32.06,0.00,0.00,23.86,21.83,25.00,20.00,2,8,121,38,2
740,53227,100002897,1663574603,0.00,0.00,31.41,30.63,0.00,0.00,24.46,22.83,35.00,20.00,3,8,202,44,2
741,53228,100002897,1663574702,0.00,0.00,30.36,28.52,0.00,0.00,20.74,19.96,35.00,20.00,4,7,301,67,2
742,53229,100002897,1663574780,0.00,0.00,30.45,28.08,0.00,0.00,22.98,22.60,40.00,20.00,5,7,378,49,2
743,53230,100002897,1663574846,0.00,0.00,33.92,32.20,0.00,0.00,21.44,20.83,40.00,20.00,6,5,445,43,2
744,53231,100002897,1663574920,884.00,964.00,0.00,0.00,224.01,320.32,19.36,25.21,25.00,0.00,1,13,49,10,2
745,53232,100002897,1663574981,1003.00,0.00,0.00,0.00,576.90,0.00,19.47,0.00,20.00,0.00,2,9,110,33,2
746,53233,100002897,1663575014,0.00,1002.00,0.00,0.00,0.00,535.63,0.00,19.31,20.00,0.00,3,8,143,9,2
747,53491,100002897,1663743584,1003.00,1003.00,0.00,0.00,529.06,529.33,14.64,12.53,25.00,0.00,1,12,45,14,2
748,53492,100002897,1663743650,1004.00,1003.00,0.00,0.00,637.52,637.72,20.01,17.90,35.00,0.00,2,12,112,34,2
749,53493,100002897,1663743806,1003.00,1002.00,0.00,0.00,537.94,538.19,20.54,20.12,40.00,0.00,3,12,267,123,2
750,53494,100002897,1663743909,906.00,905.00,0.00,0.00,392.33,392.44,24.31,22.05,50.00,0.00,4,8,371,76,2
751,53495,100002897,1663743983,663.00,663.00,0.00,0.00,227.39,227.45,24.04,23.21,55.00,0.00,5,7,445,49,2
752,53951,100002897,1664185419,1003.00,1002.00,0.00,0.00,509.53,509.67,15.59,14.13,30.00,0.00,1,13,89,51,2
753,53952,100002897,1664185531,1003.00,1002.00,0.00,0.00,485.04,485.15,18.06,16.35,35.00,0.00,2,13,201,74,2
754,53953,100002897,1664185659,1002.00,1002.00,0.00,0.00,438.46,438.44,20.11,18.35,40.00,0.00,3,12,329,93,2
755,53954,100002897,1664185751,933.00,932.00,0.00,0.00,393.75,393.81,21.92,20.10,45.00,0.00,4,8,420,61,2
756,53955,100002897,1664185843,982.00,981.00,0.00,0.00,402.78,402.97,21.65,19.98,45.00,0.00,5,8,513,64,2
757,53956,100002897,1664185933,1001.00,1001.00,0.00,0.00,407.38,407.41,21.37,20.08,45.00,0.00,6,7,603,63,2
758,53957,100002897,1664186010,1002.00,1002.00,0.00,0.00,448.16,448.31,17.57,16.92,35.00,0.00,7,10,679,42,2
759,54300,100002897,1664435989,1003.00,1003.00,0.00,0.00,412.79,413.50,15.72,14.86,30.00,0.00,1,10,50,18,2
760,54301,100002897,1664436056,1004.00,1004.00,0.00,0.00,589.07,589.62,18.60,17.18,35.00,0.00,2,12,117,34,2
761,54302,100002897,1664436232,1002.00,1004.00,0.00,0.00,421.52,422.17,20.54,18.31,40.00,0.00,3,10,293,144,2
762,54303,100002897,1664436315,998.00,999.00,0.00,0.00,401.51,402.02,22.01,19.00,45.00,0.00,4,7,376,57,2
763,54304,100002897,1664436397,799.00,800.00,0.00,0.00,331.90,332.61,23.36,20.68,50.00,0.00,5,5,458,58,2
764,54694,100002897,1664875545,1003.00,1003.00,0.00,0.00,551.15,551.85,17.00,16.36,30.00,0.00,1,7,101,80,2
765,54695,100002897,1664875621,1003.00,1003.00,0.00,0.00,532.77,533.29,19.99,19.13,40.00,0.00,2,12,177,41,2
766,54696,100002897,1664875695,832.00,833.00,0.00,0.00,385.63,386.08,23.71,22.61,50.00,0.00,3,8,251,47,2
767,54697,100002897,1664875804,837.00,838.00,0.00,0.00,329.23,330.11,23.85,22.55,50.00,0.00,4,10,360,79,2
768,54698,100002897,1664875936,776.00,778.00,0.00,0.00,320.05,320.72,24.14,22.11,50.00,0.00,5,7,492,108,2
769,55034,100002897,1665127417,1003.00,1002.00,0.00,0.00,537.63,537.74,12.94,12.57,25.00,0.00,1,15,60,24,2
770,55035,100002897,1665127524,1004.00,1003.00,0.00,0.00,563.41,563.48,15.57,15.93,30.00,0.00,2,13,168,71,2
771,55038,100002897,1665127624,1001.00,1001.00,0.00,0.00,490.84,490.97,23.81,22.39,50.00,0.00,3,8,268,74,2
772,55039,100002897,1665127726,1001.00,1001.00,0.00,0.00,349.14,349.16,23.47,23.25,50.00,0.00,4,9,370,72,2
773,55040,100002897,1665127809,728.00,728.00,0.00,0.00,344.96,344.92,22.68,21.02,50.00,0.00,5,4,452,65,2
774,55042,100002897,1665127841,1002.00,1001.00,0.00,0.00,491.58,491.64,21.07,20.14,45.00,0.00,6,6,485,13,2
775,55044,100002897,1665127962,926.00,926.00,0.00,0.00,441.52,441.47,21.49,20.32,45.00,0.00,7,8,606,96,2
776,55263,100002897,1665475932,1003.00,1003.00,0.00,0.00,532.65,532.77,15.66,15.50,30.00,0.00,1,13,108,75,2
777,55267,100002897,1665476197,1003.00,1002.00,0.00,0.00,532.75,532.82,20.25,18.87,40.00,0.00,2,12,372,233,2
778,55269,100002897,1665476302,1002.00,1001.00,0.00,0.00,557.31,557.42,22.10,20.69,45.00,0.00,3,12,479,74,2
779,55270,100002897,1665476410,895.00,894.00,0.00,0.00,438.29,438.48,23.75,22.31,50.00,0.00,4,8,586,82,2
780,55272,100002897,1665476529,869.00,868.00,0.00,0.00,480.95,481.05,23.87,22.38,50.00,0.00,5,9,705,94,2
781,55273,100002897,1665476663,979.00,978.00,0.00,0.00,425.86,426.05,22.65,21.87,50.00,0.00,6,6,838,113,2
782,55386,100002897,1665558439,810.00,810.00,0.00,0.00,328.26,328.17,14.04,14.69,30.00,0.00,1,14,72,34,3
783,55387,100002897,1665558617,825.00,825.00,0.00,0.00,337.64,337.59,16.51,17.05,35.00,0.00,2,13,250,141,3
784,55388,100002897,1665558818,825.00,825.00,0.00,0.00,141.11,141.08,23.33,24.37,55.00,0.00,4,5,451,9,3
785,55638,100002897,1665741159,1003.00,1002.00,0.00,0.00,471.88,471.98,15.36,14.26,30.00,0.00,1,13,65,24,2
786,55639,100002897,1665741280,1003.00,1002.00,0.00,0.00,399.08,399.08,18.26,16.24,35.00,0.00,2,13,186,78,2
787,55640,100002897,1665741387,1001.00,1001.00,0.00,0.00,372.14,372.12,21.06,18.00,40.00,0.00,3,12,293,68,2
788,55641,100002897,1665741462,947.00,946.00,0.00,0.00,326.72,326.66,21.09,20.54,45.00,0.00,4,8,368,45,2
789,55642,100002897,1665741565,977.00,977.00,0.00,0.00,352.52,352.57,21.30,20.87,45.00,0.00,5,9,471,72,2
790,55643,100002897,1665741696,1001.00,1000.00,0.00,0.00,398.35,398.40,20.16,19.02,41.00,0.00,6,9,602,102,2
791,55760,100002897,1665982480,999.00,1000.00,0.00,0.00,450.09,450.97,5.13,4.83,10.00,0.00,1,5,22,9,2
792,55822,100002897,1666000654,1000.00,1001.00,0.00,0.00,433.49,433.53,20.16,17.84,40.00,0.00,1,9,48,20,2
793,55823,100002897,1666000716,743.00,742.00,0.00,0.00,345.97,345.94,23.66,21.92,50.00,0.00,2,6,111,40,2
794,55938,100002897,1666090442,1003.00,1002.00,0.00,0.00,429.48,429.67,19.19,16.91,35.00,0.00,1,13,54,13,2
795,55941,100002897,1666090613,919.00,918.00,0.00,0.00,406.21,406.21,22.79,20.23,45.00,0.00,2,11,225,137,2
796,55943,100002897,1666090777,634.00,635.00,0.00,0.00,292.90,292.83,27.09,24.64,55.00,0.00,3,9,389,134,2
797,56027,100002897,1666173360,1003.00,1003.00,0.00,0.00,500.95,501.04,15.49,14.69,30.00,0.00,1,12,57,26,2
798,56028,100002897,1666173465,1001.00,1001.00,0.00,0.00,465.55,465.56,17.87,16.46,35.00,0.00,2,14,162,67,2
799,56029,100002897,1666173591,825.00,824.00,0.00,0.00,321.54,321.60,27.03,24.93,55.00,0.00,4,9,288,3,2
800,56030,100002897,1666173697,706.00,706.00,0.00,0.00,294.71,294.77,26.70,24.47,55.00,0.00,5,8,394,79,2
801,56261,100002897,1666346626,1004.00,1002.00,0.00,0.00,499.22,499.17,15.15,14.38,30.00,0.00,1,11,45,15,2
802,56262,100002897,1666346717,1003.00,1002.00,0.00,0.00,570.70,570.70,18.36,17.04,35.00,0.00,2,13,135,58,2
803,56263,100002897,1666346801,855.00,855.00,0.00,0.00,431.24,431.31,24.42,22.85,50.00,0.00,3,9,219,57,2
804,56264,100002897,1666346889,815.00,815.00,0.00,0.00,419.07,419.26,23.69,22.71,50.00,0.00,4,9,308,63,2
805,56500,100002897,1666605694,998.00,997.00,0.00,0.00,490.81,490.84,15.57,13.44,30.00,0.00,2,12,158,88,2
806,56502,100002897,1666605770,1003.00,1002.00,0.00,0.00,516.11,516.13,15.85,13.93,30.00,0.00,3,15,234,37,2
807,56504,100002897,1666605841,1003.00,1002.00,0.00,0.00,530.99,531.08,17.84,16.80,35.00,0.00,4,13,306,36,2
808,56505,100002897,1666605916,1002.00,1002.00,0.00,0.00,485.07,485.12,17.44,16.31,35.00,0.00,5,13,380,40,2
809,56507,100002897,1666605991,1000.00,1000.00,0.00,0.00,487.17,487.26,19.16,18.87,40.00,0.00,6,10,455,48,2
810,56509,100002897,1666606087,893.00,892.00,0.00,0.00,389.69,389.61,21.14,20.23,45.00,0.00,7,7,552,73,2
811,56776,100002897,1666766122,893.00,893.00,0.00,0.00,411.81,411.89,5.27,4.96,10.00,0.00,1,7,24,12,4
812,56777,100002897,1666766152,992.00,993.00,0.00,0.00,520.65,520.77,4.74,5.35,10.00,0.00,2,8,54,17,4
813,56778,100002897,1666766168,705.00,706.00,0.00,0.00,302.33,302.67,5.16,5.68,10.00,0.00,3,6,70,6,4
814,56779,100002897,1666767955,1002.00,1002.00,0.00,0.00,498.86,498.93,15.07,14.88,30.00,0.00,1,15,68,28,2
815,56780,100002897,1666768045,1003.00,1003.00,0.00,0.00,528.07,528.13,18.07,17.27,35.00,0.00,2,15,159,52,2
816,56781,100002897,1666768140,1003.00,1003.00,0.00,0.00,535.05,535.15,18.08,16.74,35.00,0.00,3,12,254,62,2
817,56782,100002897,1666768241,1002.00,1001.00,0.00,0.00,465.93,466.08,20.11,18.34,40.00,0.00,4,12,355,69,2
818,56783,100002897,1666768339,1000.00,999.00,0.00,0.00,465.52,465.53,19.80,18.26,40.00,0.00,5,9,452,70,2
